id,title,description,category,priority,is_fake,is_duplicate,is_anomaly
484,Software license expired in computer lab,The primary software license used in the Computer Science laboratory expired six months ago. Students are being asked to download unofficial cracked versions by the lab instructor.,LABORATORY,HIGH,false,false,true
485,Practical examination results not declared,The results for practical examinations conducted two months ago have not been declared. Students due for supplementary examinations cannot determine if they need to appear.,LABORATORY,HIGH,false,false,false
486,No supervision during hazardous experiments,Dangerous experiments involving high-voltage equipment are being conducted without the presence of a qualified supervisor. The junior lab assistant is not qualified for this role.,LABORATORY,CRITICAL,false,false,true
487,Lab marks inconsistent across sections,The practical marks for students in Section A are significantly higher on average than those in Section B despite both sections being taught by the same instructor with the same experiments.,LABORATORY,HIGH,false,false,false
488,Lab sessions extended without notice,Laboratory sessions are being extended beyond the scheduled time without student consent. Students with back-to-back classes and transport commitments are severely inconvenienced.,LABORATORY,MEDIUM,false,false,false
489,Research equipment booked but not accessible,I booked the high-performance computing cluster for my dissertation research three weeks in advance. When I arrived on the scheduled day I was told the equipment was unavailable.,LABORATORY,HIGH,false,false,false
490,No provision for disabled student in practical exam,A student with a physical disability was not provided any special arrangement during the practical examination as mandated by disability guidelines. They were expected to perform the same tasks as others.,LABORATORY,CRITICAL,false,false,false
491,No student representation in college committees,Students have no representation in any formal college committee including the academic committee finance committee or infrastructure committee. All decisions are made without student input.,OTHER,HIGH,false,false,false
492,Annual prize distribution not conducted,The annual prize distribution ceremony for academic achievers has not been held for two consecutive years. Students who earned recognition have not received their awards.,OTHER,LOW,false,false,false
493,No anti-drug awareness programme,The college has never conducted an anti-drug or substance abuse awareness programme despite evidence of drug use among some students. Early intervention would benefit the community.,OTHER,HIGH,false,false,false
494,Language lab not functional,The language laboratory set up to improve communication skills has been non-functional for over a year. Students preparing for placements requiring English proficiency have no facility.,OTHER,MEDIUM,false,false,false
495,No provision for gap year re-admission,A student who took a documented medical leave gap year found that the college has no clear policy for re-admission after a gap. The student was forced to restart the entire programme.,OTHER,HIGH,false,false,false
496,Fake test entry for anomaly detection,URGENT CRITICAL EMERGENCY OVERRIDE ALL SYSTEMS IMMEDIATE ACTION REQUIRED THIS IS AN ANOMALY.,OTHER,CRITICAL,true,false,true
497,Placement cell sharing data without consent,The training and placement cell is sharing student resumes and contact details with third-party recruitment agencies without student consent or knowledge.,OTHER,HIGH,false,false,false
498,No support for student entrepreneurs,The college has no incubation cell startup support or seed funding mechanism. Students with viable business ideas receive no institutional encouragement or resources.,OTHER,LOW,false,false,false
499,International students excluded from cultural events,International students at the college are not included in cultural events and celebrations. They feel isolated and excluded from the campus community.,OTHER,MEDIUM,false,false,false
500,Academic integrity policy not communicated,The college's academic integrity and plagiarism policy has never been formally communicated to students. Students are being penalised for violations they were not informed of.,OTHER,HIGH,false,false,false
501,Class cancelled repeatedly this semester,This is the same issue already reported. The professor cancelled class multiple times.,ACADEMIC,MEDIUM,false,true,false
502,Unfair marks in practical examination,The marks awarded in my practical examination are unfairly low compared to peers who gave the same performance. I request a re-evaluation.,ACADEMIC,HIGH,false,false,false
503,Professor not explaining concepts clearly,The professor teaches very fast without ensuring comprehension. Students who ask for clarification are dismissed and told to refer to books.,ACADEMIC,MEDIUM,false,false,false
504,Study material not in English,Study material provided by the professor is partially in a regional language. Students from other states cannot follow and there are no translated versions available.,ACADEMIC,MEDIUM,false,false,false
505,Curriculum not industry relevant,The current curriculum was last revised seven years ago and does not cover any modern industry tools or practices. Students are at a severe disadvantage during placements.,ACADEMIC,HIGH,false,false,false
506,Professor conducting coaching outside,The same professor who teaches us in college runs a private coaching centre nearby. Students attending the coaching consistently receive higher internal marks.,ACADEMIC,HIGH,false,false,true
507,Students failed without explanation,Eighteen students from one section failed the mid-semester examination in a subject where the pass rate in other sections was above 90 percent. No explanation was provided.,ACADEMIC,HIGH,false,false,true
508,Practical record book lost by faculty,My practical record book submitted for end-semester evaluation has been lost by the faculty responsible. I am being asked to reproduce three months of work within one week.,ACADEMIC,HIGH,false,false,false
509,Project topic rejected without feedback,My final year project topic was rejected by the project committee without any written feedback explaining what the issues were. I cannot improve or resubmit without guidance.,ACADEMIC,MEDIUM,false,false,false
510,Teaching assistant conducting classes alone,A second-year postgraduate student acting as a teaching assistant is conducting independent lectures for undergraduate students without any faculty supervision.,ACADEMIC,HIGH,false,false,false
511,Broken furniture creating injury risk,Several chairs in the auditorium have sharp broken armrests. A student cut their arm during a scheduled event last week. The broken furniture has not been replaced.,INFRASTRUCTURE,MEDIUM,false,false,false
512,Water pressure insufficient for top floors,The water pressure in the upper floors of the hostel is so low that showers do not function. Students on floors three and above cannot bathe comfortably.,INFRASTRUCTURE,MEDIUM,false,false,false
513,No shade in outdoor waiting area,The outdoor waiting area near the main block entrance has no shade structure. Students waiting for transport or between classes are exposed to direct sun for extended periods.,INFRASTRUCTURE,LOW,false,false,false
514,Noise from construction inside campus,Construction work inside the campus creates extreme noise during class hours making it impossible to conduct lectures in nearby classrooms. This has been ongoing for three weeks.,INFRASTRUCTURE,HIGH,false,false,false
515,Inadequate lighting in lab at night,The lighting in the electronics laboratory is insufficient for night-session students to read component markings and perform precise work. Eye strain is a reported health issue.,INFRASTRUCTURE,MEDIUM,false,false,false
516,Roof terrace used as storage,The rooftop terrace intended as a student recreation space is being used as unauthorised storage for construction material. Students have no outdoor relaxation space.,INFRASTRUCTURE,LOW,false,false,false
517,Stage in auditorium structurally unsafe,The stage floor in the main auditorium is visibly bent and makes cracking sounds. An event was conducted on the stage last week without any structural inspection.,INFRASTRUCTURE,CRITICAL,false,false,true
518,Toxic paint used in new classrooms,The recently renovated classrooms were reopened before paint fumes dissipated. Students and staff in these rooms reported headaches and nausea for two weeks.,INFRASTRUCTURE,HIGH,false,false,false
519,Basement flooding risk for students,The basement computer centre floods every monsoon. Students using it during rain are at risk and equipment has been damaged repeatedly without any waterproofing done.,INFRASTRUCTURE,HIGH,false,false,false
520,No first aid station in campus,There is no first aid station visible anywhere on the college campus. In case of a medical emergency the nearest first aid point is outside the campus gate.,INFRASTRUCTURE,HIGH,false,false,false
521,Student whistleblower penalised,A student who reported financial irregularities to the university ombudsman was called into the dean's office and threatened with academic consequences for going outside the institution.,HARASSMENT,CRITICAL,false,false,true
522,Professor publicly comparing students,A professor routinely compares individual students' performance publicly in class creating embarrassment and a toxic competitive environment.,HARASSMENT,HIGH,false,false,false
523,Student's disability status disclosed by admin,An administrative staff member disclosed a student's confidential disability status to other students during an examination seating discussion. This was a serious breach of privacy.,HARASSMENT,CRITICAL,false,false,false
524,Peer group excluding student from WhatsApp,A class representative removed a student from the official class WhatsApp group after a personal conflict. The student is missing important notices and announcements.,HARASSMENT,MEDIUM,false,false,false
525,Lecturer using student personal information,A lecturer accessed and referenced a student's family financial information from administrative records during a counselling session without any authorisation.,HARASSMENT,CRITICAL,false,false,true
526,False rumour spread about student by faculty,A faculty member spread an inaccurate rumour to other faculty that a student had cheated in an examination. The rumour has negatively affected the student's academic reputation.,HARASSMENT,HIGH,false,false,false
527,Senior blocking junior's project submission,A senior student is blocking access to the online project submission portal for a junior by submitting a name-conflicting entry knowing it will invalidate the junior's submission.,HARASSMENT,HIGH,false,false,true
528,Peer pressure to participate in boycott,A group of students is pressuring others to participate in a boycott of a professor's class. Students who attend are being socially penalised and called informers.,HARASSMENT,MEDIUM,false,false,false
529,Student ignored during class discussions,A student with a foreign nationality is consistently ignored by the professor during class discussions. When they raise their hand they are passed over repeatedly.,HARASSMENT,HIGH,false,false,false
530,Threatening message from anonymous account,A student received an anonymous threatening message via the college student portal internal messaging system. IT security has been informed but no investigation has been initiated.,HARASSMENT,CRITICAL,false,false,false
531,Loan interest charged by college on dues,The college accounts office is applying a monthly interest charge to overdue fee amounts. There is no mention of interest in the published fee policy or student agreement.,FINANCIAL,HIGH,false,false,false
532,Scholarship suspended for foreign student,A foreign national student's merit scholarship was suspended citing a rule that scholarships are available only to domestic students. This rule was not disclosed during admission.,FINANCIAL,HIGH,false,false,false
533,Fee concession withdrawn arbitrarily,My fee concession which was granted based on academic performance was withdrawn mid-year without any formal communication or documented reason.,FINANCIAL,HIGH,false,false,false
534,Accounts office incorrectly recording payments,The accounts office is incorrectly recording some payments as bounced when bank statements confirm successful debit. Students are being unfairly listed as defaulters.,FINANCIAL,HIGH,false,false,true
535,Student overcharged due to system error,A system error in the fee portal resulted in me being charged Rs 25000 more than the actual fee. The accounts office acknowledges the error but has not corrected it after four weeks.,FINANCIAL,HIGH,false,false,false
536,No financial aid for accident victim,A student who suffered a road accident and incurred significant medical expenses was denied emergency financial aid from the student welfare fund citing budget limitations.,FINANCIAL,HIGH,false,false,false
537,Annual report overstates scholarship distribution,The college's annual report claims to have distributed scholarships to 300 students. The actual number on record is 140. The discrepancy appears to be fraudulent reporting.,FINANCIAL,CRITICAL,false,false,true
538,Student asked to pay bribe for attendance update,A student was asked informally by an administrative staff member to pay a sum to have attendance updated before a deadline. The student reported this to the registrar.,FINANCIAL,CRITICAL,false,false,true
539,Refund processed to wrong account,My examination fee refund was processed to a bank account that does not belong to me. The accounts office says they used an old record despite having received an update.,FINANCIAL,MEDIUM,false,false,false
540,Book bank scheme funds not utilised,The college collects a book bank scheme fee from all students annually. No book bank exists and the collected funds appear to have been absorbed into general accounts.,FINANCIAL,HIGH,false,false,true
541,Academic calendar not published for new year,The academic calendar for the new academic year has not been published by the administration. Students cannot plan leaves travel or study schedules weeks before semester begins.,ADMINISTRATIVE,MEDIUM,false,false,false
542,Student files accessed without permission,Administrative staff accessed a student's personal file including medical records without any authorisation. The student discovered this when an unrelated staff member mentioned details from the file.,ADMINISTRATIVE,CRITICAL,false,false,true
543,HOD changed departments without informing students,The Head of Department was transferred to another department without any announcement to students. A new HOD was appointed without introduction leaving students confused about escalation channels.,ADMINISTRATIVE,MEDIUM,false,false,false
544,Campus rules changed mid-semester,Several campus usage rules were changed mid-semester without any prior consultation or communication. Students who violated the new rules before being informed were penalised.,ADMINISTRATIVE,MEDIUM,false,false,false
545,Student database breach,Student data including contact information residential addresses and bank account numbers was exposed in a data breach. The institution has not notified affected students.,ADMINISTRATIVE,CRITICAL,false,false,true
546,Exam controller unresponsive,The examination controller has not responded to any communication from students or faculty about examination irregularities for the past six weeks.,ADMINISTRATIVE,HIGH,false,false,false
547,No published policy on late submissions,The college has no published policy on late assignment submissions. Each professor applies different and often arbitrary rules causing confusion and inconsistent penalties.,ADMINISTRATIVE,MEDIUM,false,false,false
548,Promotional material misleading about placements,The college promotional brochure claims a 95 percent placement rate. The actual rate as per student experience is below 50 percent. This constitutes misleading advertising.,ADMINISTRATIVE,HIGH,false,false,false
549,Student removed from course without notice,A student was removed from an elective course without any notification after the fifth week claiming they had not attended enough classes. The student disputes the attendance count.,ADMINISTRATIVE,HIGH,false,false,false
550,Disciplinary record incorrect,My disciplinary record maintained by the administration contains an incorrect entry about an incident that I was not involved in. This is affecting my scholarship applications.,ADMINISTRATIVE,HIGH,false,false,false
551,Hostel maintenance team damaging property,The hostel maintenance team while fixing one issue has damaged wall paint and a light fitting in my room. They have not acknowledged the damage or offered to repair it.,HOSTEL,LOW,false,false,false
552,Students denied access to campus after 9 PM,Students returning from permitted late-evening college activities are being denied campus entry after 9 PM by security. The published campus access policy allows entry until 10 PM.,HOSTEL,MEDIUM,false,false,false
553,Hostel allocation not considering health condition,Despite submitting a doctor's certificate requesting ground floor allocation I was placed on the fourth floor without elevator access. My knee injury makes climbing stairs extremely painful.,HOSTEL,HIGH,false,false,false
554,Hostel fee receipt not generated online,The hostel fee payment portal does not generate a downloadable receipt. Students who paid online have no documentary proof of payment for scholarship applications.,HOSTEL,MEDIUM,false,false,false
555,Mess manager rude to students,The hostel mess manager is consistently rude and dismissive when students raise concerns about food quality. Students feel intimidated and stop reporting issues.,HOSTEL,MEDIUM,false,false,false
556,Laundry clothes missing after washing,Multiple students have reported items of clothing going missing from the hostel laundry service. The service provider denies responsibility and the warden is not supporting the students.,HOSTEL,MEDIUM,false,false,false
557,Hostel fire safety equipment not marked,The fire extinguishers and emergency exits in the hostel are not clearly marked. During an emergency students would not know where the nearest safety equipment is.,HOSTEL,CRITICAL,false,false,true
558,Room sharing with student of different batch,I have been placed in a shared room with a student three years senior to me. This creates significant differences in schedule lifestyle and study requirements.,HOSTEL,LOW,false,false,false
559,Water shortage during festival season,During the festival season when many hostel staff are on leave the water supply to the hostel was disrupted for four days. No prior arrangement was made for continuous supply.,HOSTEL,HIGH,false,false,false
560,Hostel accommodation cancelled without refund,A student's hostel accommodation was cancelled without warning when they temporarily withdrew for a medical reason. Re-admission to the hostel was denied and no fee was refunded.,HOSTEL,HIGH,false,false,false
561,Bus overcrowding on rainy days,On rainy days when more students use the college bus the vehicle becomes dangerously overcrowded. There is no provision for additional buses on high-demand days.,TRANSPORTATION,HIGH,false,false,false
562,Bus driver absent without replacement,The bus driver for Route 1 was absent today without any substitute being arranged. Over sixty students were left without transport and had no prior notice.,TRANSPORTATION,HIGH,false,false,false
563,No bus service for project site visits,Students conducting compulsory project site visits at industrial locations are not provided transport even when the visit is a part of the curriculum. Students must fund their own travel.,TRANSPORTATION,MEDIUM,false,false,false
564,Bus pass not recognised by new conductor,A new conductor on Route 3 did not recognise valid bus passes issued by the college and demanded cash from all students. When disputed the conductor became aggressive.,TRANSPORTATION,HIGH,false,false,false
565,College bus route posted incorrectly in brochure,The college admission brochure lists a bus route that does not exist. Students who chose the college based on transport convenience found there is no bus service to their area.,TRANSPORTATION,HIGH,false,false,false
566,Bus not waiting at announced departure time,The college bus regularly departs five to ten minutes before the announced time. Students who arrive at the pickup point on time consistently miss the bus.,TRANSPORTATION,MEDIUM,false,false,false
567,Driver refusing to play safe speed,Several students asked the bus driver to slow down during bad weather. The driver refused and increased speed. Students felt unsafe but had no recourse.,TRANSPORTATION,CRITICAL,false,false,false
568,Bus pass application rejected without reason,My application for a bus pass was rejected by the transport office without any stated reason. My residential address clearly falls within the designated route area.,TRANSPORTATION,MEDIUM,false,false,false
569,Bus route unsafe road conditions,The Route 6 bus travels on a road that is under construction and has been flagged as unsafe by traffic authorities. The college has not rerouted the bus despite being informed.,TRANSPORTATION,HIGH,false,false,false
570,No bus service during mock tests,The college organises mandatory mock placement tests on Saturdays but provides no bus service. Students must arrange private transport often spending more than their daily food budget.,TRANSPORTATION,MEDIUM,false,false,false
571,Library closed during semester break without notice,The library was closed for the entire two-week semester break without prior notice. Students who stayed on campus for research and project work had no access to resources.,LIBRARY,HIGH,false,false,false
572,Books reserved by one student for entire semester,A student has reserved six books for an entire semester making them unavailable to the entire student body. The library has no reservation duration limit.,LIBRARY,MEDIUM,false,false,false
573,Library Wi-Fi not available in reading room,The reading room on the first floor of the library has no Wi-Fi connectivity. Students researching using online sources cannot sit in the quietest area of the library.,LIBRARY,MEDIUM,false,false,false
574,Library charges for printouts beyond quota,The library charges for prints beyond the quota but the per-page rate is five times higher than any shop outside campus. Students are being overcharged for an essential service.,LIBRARY,LOW,false,false,false
575,Old textbooks shelved in prominent area,The library prominently displays old edition textbooks in the main collection while newer editions are inaccessible in storage. Students have been unknowingly studying from outdated material.,LIBRARY,MEDIUM,false,false,false
576,No trolley for books with disability,Students with mobility issues have no trolley or cart available to carry multiple books within the library. This barrier prevents independent use of the library.,LIBRARY,MEDIUM,false,false,false
577,Library blocking research portal access,The library network is blocking access to certain legitimate academic portals claiming they are not included in the subscription. Students cannot verify or appeal the restriction.,LIBRARY,HIGH,false,false,false
578,Book damaged by previous borrower,I was charged a fine for damage to a book that was already in a damaged condition when it was issued to me. I did not inspect it at the time of issue and had no way to dispute it.,LIBRARY,LOW,false,false,false
579,Library does not accept digital payment,The library only accepts cash for fines and membership fees. Students who do not carry cash are unable to clear dues and are denied service until they return with cash.,LIBRARY,LOW,false,false,false
580,Library marking books as lost when available,The library system is marking borrowed books as lost after a delay in return causing excess charges. The books were returned and a correction request is pending.,LIBRARY,MEDIUM,false,false,true
581,Experiment chemicals causing skin reactions,Several students experienced skin reactions after a chemistry practical session. The chemicals used were not disclosed to students in advance and no protective gear was provided.,LABORATORY,CRITICAL,false,false,true
582,Lab marks published before corrections,Laboratory marks were published on the notice board before the correction process was complete. Several errors were found and corrections caused significant changes affecting some students.,LABORATORY,HIGH,false,false,false
583,Students performing experiments without training,Students in the first-year laboratory are performing experiments without any prior training or safety briefing. The experiments involve heat and chemicals.,LABORATORY,CRITICAL,false,false,true
584,Equipment calibration not done this year,The laboratory equipment in the measurement and instrumentation lab has not been calibrated this academic year. All results from these instruments are unreliable.,LABORATORY,HIGH,false,false,false
585,Lab hours not sufficient for all students,The allocated laboratory hours are insufficient for all students to complete their experiments. Students in the last batch consistently have to rush or leave experiments incomplete.,LABORATORY,HIGH,false,false,false
586,Fume hood not working in chemistry lab,The fume hood in the organic chemistry laboratory is not functioning. Students conducting volatile chemical experiments are being exposed to toxic fumes in an enclosed space.,LABORATORY,CRITICAL,false,false,true
587,No protocol for equipment malfunction during exam,During the practical examination an instrument malfunctioned. There was no protocol for this situation and the examiner required the student to complete the experiment on the same broken equipment.,LABORATORY,HIGH,false,false,false
588,Lab manuals inconsistent between sections,Different sections of the same laboratory course are following different versions of the lab manual with different procedures and expected results. This leads to inconsistent evaluation.,LABORATORY,MEDIUM,false,false,false
589,Research proposal rejected without review,My research project proposal submitted through the departmental research cell was returned as rejected with no reviewer comments. I was not given the opportunity to revise and resubmit.,LABORATORY,MEDIUM,false,false,false
590,Students not notified of lab hazard,A chemical spill occurred in the biology lab on the previous day but students for the next session were not informed. They entered a potentially contaminated space without knowledge.,LABORATORY,CRITICAL,false,false,true
591,No feedback channel between students and admin,The administration provides no formal channel for students to give feedback on institutional policies. Student concerns are only acknowledged informally through class representatives.,OTHER,HIGH,false,false,false
592,Student newspaper editor suspended unfairly,The editor of the student newspaper was suspended after publishing a factual article about examination irregularities. The suspension appears to be retaliatory.,OTHER,CRITICAL,false,false,true
593,No protocol for student medical emergency,There is no documented protocol for handling a student medical emergency on campus. When a student collapsed in the corridor staff were unsure who to call or what to do.,OTHER,CRITICAL,false,false,false
594,Mandatory participation in political events,Students are being informally pressured to attend political rallies and events associated with the management. Attendance is being taken and non-attendees face unexplained administrative delays.,OTHER,CRITICAL,false,false,true
595,No clarity on academic appeal process,The process for appealing an academic decision such as a failed examination or a disciplinary ruling is not documented or communicated to students.,OTHER,HIGH,false,false,false
596,College rating on portals inflated by staff,Staff members are being asked to post positive reviews on rating platforms like Shiksha and India Today. Students who post honest reviews report having their reviews flagged.,OTHER,HIGH,false,false,true
597,No structured induction for transfer students,Students transferring from other institutions are not provided any structured induction. They begin classes with no orientation to new curriculum lab procedures or administrative systems.,OTHER,MEDIUM,false,false,false
598,Excessive fines for minor uniform violations,Students are being fined large amounts for minor uniform violations such as wearing shoes of the wrong shade. The fines are disproportionate and not listed in the published dress code policy.,OTHER,LOW,false,false,false
599,No recognition for academic achievers,The college has no mechanism for publicly recognising academic achievers during the academic year. Only the annual prize distribution is held which is two years overdue.,OTHER,LOW,false,false,false
600,Grievance filed as test to check system,This is a test submission to confirm the grievance management system is receiving complaints. Please discard this entry.,OTHER,LOW,true,false,false
601,Semester fees overcharged for repeating student,A student who is repeating one semester due to a medical withdrawal was charged the full annual fee instead of a partial fee for the single semester.,FINANCIAL,HIGH,false,false,false
602,Student loan rejection due to admin error,A student's education loan application was rejected because the college administrative office issued an incorrect enrollment certificate showing the wrong duration of the programme.,ADMINISTRATIVE,HIGH,false,false,false
603,Library access blocked due to clerical error,My library access was blocked because an administrative data entry error showed an outstanding fine against my ID. I have receipts proving all fines are cleared.,LIBRARY,MEDIUM,false,false,false
604,Lab absent for mandatory practical,I was marked absent for a mandatory practical session during which I was present. The lab instructor denies making any error and the record has not been corrected.,LABORATORY,HIGH,false,false,false
605,Professor retaliating after formal complaint,After I filed a formal complaint against a professor for unfair grading my internal marks for the following unit test dropped significantly without any change in performance.,ACADEMIC,CRITICAL,false,false,false
606,Mess food causing illness repeatedly,Multiple hostel students have fallen ill this month with stomach infections that doctors attributed to food-related causes. The mess food quality has been repeatedly complained about.,HOSTEL,CRITICAL,false,false,false
607,Bus accident unreported by college,The college bus was involved in a minor accident last week. No formal incident report was filed and parents and students were not informed. One student sustained a bruise.,TRANSPORTATION,HIGH,false,false,true
608,Borrowed equipment not returned by faculty to lab,A faculty member borrowed laboratory testing equipment two months ago and has not returned it. Students scheduled to use it for experiments are unable to complete their coursework.,LABORATORY,HIGH,false,false,false
609,Fee penalty for college-cancelled class,Internal marks were reduced because a student missed a quiz. The quiz was held on a day the student was absent for a college-sponsored event that faculty had approved.,ACADEMIC,HIGH,false,false,false
610,Duplicate hostel fee charged to new student,A newly admitted hostel student was charged the full hostel fee and then charged again at the start of the semester claiming the first payment was for a different head.,FINANCIAL,HIGH,false,false,true
611,Classmate submitting plagiarised work,A classmate is consistently submitting plagiarised assignments copied from online sources. This student receives better marks than those submitting original work.,ACADEMIC,MEDIUM,false,false,false
612,Practical exam held without advance notice,The practical examination for the third unit was held without any prior notice. Students were informed only on the morning of the examination via an informal message.,ACADEMIC,HIGH,false,false,false
613,No replacement faculty during professor leave,The faculty member teaching Network Security has been on medical leave for six weeks. No replacement has been arranged and no recordings or notes have been provided.,ACADEMIC,HIGH,false,false,false
614,Student penalised for raising classroom concern,A student who asked the professor to explain a concept more clearly was penalised with a lower participation mark for being disruptive.,ACADEMIC,HIGH,false,false,false
615,Supplementary fee higher than original,A student who needs to appear in a supplementary examination is being charged a fee higher than the original examination fee with no justification in the fee policy.,FINANCIAL,MEDIUM,false,false,false
616,Roof of bus shelter collapsed,The roof of the bus shelter near the main gate partially collapsed during heavy rain. No maintenance has been done and students continue to gather there during rain.,INFRASTRUCTURE,HIGH,false,false,false
617,Cafeteria water not potable,Water from the cafeteria tap has a yellowish tint. Students who drank it reported an unusual taste. No water quality test has been conducted after this was reported.,INFRASTRUCTURE,CRITICAL,false,false,true
618,No privacy screen in computer lab,Students in the computer laboratory have no privacy. Work is visible to anyone passing behind and there have been incidents of other students copying from screen during tests.,INFRASTRUCTURE,MEDIUM,false,false,false
619,Campus boundary wall used for advertisement,Commercial advertisements have been painted on the inside of the campus boundary wall without student or student body approval making the campus environment feel commercialised.,INFRASTRUCTURE,LOW,false,false,false
620,Emergency evacuation map not posted,The emergency evacuation map prescribed by fire safety norms has not been posted in any classroom lab or corridor of the college building.,INFRASTRUCTURE,HIGH,false,false,false
621,Professor sharing marks publicly,A professor publicly announces individual marks during class without student consent causing embarrassment for students who scored low.,HARASSMENT,HIGH,false,false,false
622,Student secretly photographed in lab,A student noticed a classmate photographing their work and personal belongings secretly during a lab session. When confronted the classmate denied it but evidence exists.,HARASSMENT,HIGH,false,false,false
623,Faculty contacting student after hours,A faculty member regularly contacts a student via personal phone calls in the evenings discussing non-academic matters. The student feels uncomfortable but fears academic retaliation.,HARASSMENT,CRITICAL,false,false,false
624,Class bully protected by professor,A student who bullies and demeans others in the class appears to receive protection from a professor who is a relative. Complaints to the class coordinator have been ineffective.,HARASSMENT,HIGH,false,false,false
625,Student research idea stolen by professor,A professor incorporated a student's original research idea into their own published paper without credit attribution or prior consent from the student.,HARASSMENT,CRITICAL,false,false,true
626,Student excluded from internship shortlist,A student who meets all published criteria for the campus internship shortlist was excluded without explanation. Other students with lower academic scores were included.,HARASSMENT,HIGH,false,false,false
627,Student intimidated during exam invigilation,During the examination the invigilator targeted a specific student by standing close to them throughout the examination period making it impossible for the student to concentrate.,HARASSMENT,HIGH,false,false,false
628,Anonymous abuse on campus messaging app,Abusive and threatening messages targeting a student have been posted on the campus internal messaging application. The messages include personal details that are not publicly available.,HARASSMENT,CRITICAL,false,false,false
629,Faculty retaliating against class representative,The class representative who raised collective student concerns to the HOD is now receiving noticeably lower marks and is being publicly criticised by the professor in class.,HARASSMENT,CRITICAL,false,false,false
630,Student account locked for no reason,A student's college portal account was locked by the IT department without any notification or stated reason. The student cannot access marks timetables or submit assignments.,HARASSMENT,MEDIUM,false,false,false
631,Scholarship office not following schedule,The scholarship office does not follow its own published consultation schedule. Students who arrive during published hours are routinely told the officer is unavailable.,FINANCIAL,MEDIUM,false,false,false
632,Fee revised upward after admission,The fee for the programme was revised upward after admission was confirmed and payment had been made. The increase was applied retroactively and students were given no option to exit.,FINANCIAL,HIGH,false,false,false
633,Accounts office misplaced payment draft,The demand draft submitted for hostel fee payment has been misplaced by the accounts office. They are asking me to arrange a fresh payment while the bank confirms the original was submitted.,FINANCIAL,HIGH,false,false,false
634,Scholarship income limit not clearly communicated,The income limit for scholarship eligibility was communicated ambiguously. Students who applied believing they were eligible were rejected without any reconsideration process.,FINANCIAL,MEDIUM,false,false,false
635,Canteen subsidy discontinued without notice,The subsidised meal rate in the canteen was discontinued mid-semester without any notice. Students dependent on affordable campus food are now paying commercial rates.,FINANCIAL,HIGH,false,false,false
636,No refund for unused hostel days,Students who vacated the hostel early due to personal or family reasons were not refunded the pro-rated amount for days not used. The hostel policy states partial refunds are available.,FINANCIAL,MEDIUM,false,false,false
637,Additional charges for online examination,Students appearing in supplementary examinations online were charged an additional technology surcharge that was not part of the original examination fee structure.,FINANCIAL,MEDIUM,false,false,false
638,Fee concession application process opaque,The process for applying for fee concession is unclear and inconsistently applied. Some students receive concessions with minimal documentation while others are rejected with complete documentation.,FINANCIAL,MEDIUM,false,false,false
639,Salary deducted from student intern stipend,The college placement cell deducted a percentage of the stipend earned by students during internships citing administrative costs. This was not disclosed before the internships were arranged.,FINANCIAL,HIGH,false,false,true
640,Incorrect balance shown in student account,The student account portal shows an incorrect fee balance. My paid amount is shown as half of what I actually paid. The accounts office says the system needs maintenance.,FINANCIAL,MEDIUM,false,false,false
641,Hostel allotment delayed by one month,Hostel allotment was delayed by one month for new admissions. Students were left without accommodation at the start of the academic year and had to arrange private lodging.,HOSTEL,HIGH,false,false,false
642,Power cuts in hostel during exam season,The hostel experiences frequent power cuts during examination season. The generator does not cover the hostel and students are left without electricity for extended periods.,HOSTEL,HIGH,false,false,false
643,Mobile phone confiscated in hostel,A student's mobile phone was confiscated by the warden citing a blanket rule against mobile phones after 10 PM. The student was not given a receipt and the phone was returned damaged.,HOSTEL,HIGH,false,false,false
644,No information about hostel rules at admission,Students are not informed about hostel rules at the time of admission. They violate rules unknowingly and are penalised without warning.,HOSTEL,MEDIUM,false,false,false
645,Hostel canteen serving stale food,The hostel canteen sold food items that were past their expiry date to students. At least three students complained of nausea and vomiting after consuming the products.,HOSTEL,CRITICAL,false,false,false
646,Hostel block construction disturbing sleep,Construction activity inside the hostel premises begins at 6 AM including weekends. The noise disrupts sleep during examination season and has been ongoing for two months.,HOSTEL,HIGH,false,false,false
647,Unauthorized CCTV in hostel rooms,A student discovered a camera-like device installed in the hostel common bathroom corridor in a position that would violate privacy. The warden claims it is for security but no official disclosure was made.,HOSTEL,CRITICAL,false,false,true
648,Hostel eviction without due process,A student was evicted from the hostel without a formal hearing based solely on an unverified verbal complaint by another resident.,HOSTEL,CRITICAL,false,false,false
649,Hostel room reassignment without notice,My hostel room assignment was changed while I was away for a weekend without any prior notice. My belongings were moved by hostel staff.,HOSTEL,HIGH,false,false,false
650,Mess food nutrition information not available,The hostel mess provides no nutritional information about meals served. Students with dietary conditions such as diabetes thyroid disorders and obesity cannot make informed choices.,HOSTEL,LOW,false,false,false
651,Bus driver absent on examination day,The college bus did not arrive on the day of the end-semester examination. No substitute was arranged and no message was sent to students. Several students were late to the examination.,TRANSPORTATION,CRITICAL,false,false,false
652,Bus route changed on short notice,The bus route was changed with only 24 hours notice. Students living along the old route were not provided an alternative and had to arrange private transport.,TRANSPORTATION,HIGH,false,false,false
653,Seats reserved for non-students on bus,Several seats on the college bus are informally reserved for non-student passengers including canteen staff and administrative workers. Students are left standing.,TRANSPORTATION,MEDIUM,false,false,false
